listing_key,name,category,subcategory,community,region,lat,lon,tier,website,address,price_band,ownership,notability,rider_delight,indigenous_role,osm_id,origin,google_place_id,google_place_id_match_km,wow_evidence,description
9a7ce34f6f,Red Velvet Cafe,Food & Drink,Café / Coffee,Langley,"Vancouver, Coast and Mountains",49.1035691,-122.6553567,welcoming,https://www.redvelvetcafelangley.com/,"20443 Douglas Crescent, Langley, BC V3A 4B6",Cheap eats,Buy BC (independent),1,,,n12863095834,osm,,,"100% wild-grown, chemical-free Frog Friendly Coffee from Oaxaca... over 45 certified-organic loose teas from local Langley supplier Naked Teas Galore","Red Velvet Cafe is a cozy independent cafe in the heart of Downtown Langley, known for its sourcing of 100% wild-grown, chemical-free Frog Friendly Coffee from Oaxaca, Mexico. The menu features homemade baked goods, fresh-made sandwiches, and breakfast, alongside a curated selection of over 45 certified-organic loose teas from local Langley supplier Naked Teas Galore. The welcoming, community-oriented atmosphere makes it a natural rest stop for cyclists passing through the Fraser Valley."
9a7e19b1f5,3rd Street Cafe,Food & Drink,Café / Coffee,Sidney,Vancouver Island,48.6490611,-123.3976763,welcoming,https://www.facebook.com/3rdStreetCafeSidney/,"2466 Beacon Ave, Sidney, BC V8L 1X8, Canada",Cheap eats,Buy BC (independent),0,,,n4308208883,osm,ChIJoZLzRytmj1QR2qMGf8RlwWU,0.2,,"3rd Street Cafe is a cafe located in Sidney, BC, a popular stop on the Saanich Peninsula cycling circuit near the BC Ferries Swartz Bay terminal. Sidney is a compact, bikeable waterfront town and cafes in this area commonly serve touring cyclists arriving from or departing to the Gulf Islands."
9a85c6f9f8,Los Guerreros Mexican Food Products,Groceries,Convenience Store,Vancouver,"Vancouver, Coast and Mountains",49.2339716,-123.035161,info,https://losguerreroslatinfoods.com/,"3317 Kingsway, Vancouver, V5R 5K6",,Buy BC (independent),1,,,n11259052141,osm,,,served Metro Vancouver and the Fraser Valley for over 30 years...multiple Metro Vancouver locations,"Los Guerreros Latin Foods is a well-established Latin American grocery and prepared food market that has served Metro Vancouver and the Fraser Valley for over 30 years. The Kingsway location stocks authentic ingredients from Mexico, Colombia, El Salvador, Peru, Argentina, and beyond, including hard-to-find dried chile varieties, masa harina, and traditional seasonings. Cyclists stopping in will also find freshly made hot foods like tamales, pupusas, empanadas, and chimichangas."
9a8f9bec2c,Sea Wolf Adventures,Attractions,Activity / Experience,Port McNeill,Vancouver Island,50.58908677,-127.0895301,info,http://www.seawolfadventures.ca/,,Premium,Private (BC-owned),2,3,Indigenous owned; Indigenous operated; Indigenous culture & heritage,,manual,,,"Kwakwaka'wakw-run wildlife/cultural operator, Broughton + Great Bear grizzly viewing. Established Indigenous operator ladder 2/3.","Sea Wolf Adventures is an Indigenous-led wildlife and cultural tour operator run by members of the Kwakwaka'wakw people, operating out of the Broughton Archipelago and Great Bear Rainforest in Northern Vancouver Island. The company offers all-inclusive lodge packages and day tours featuring grizzly bear viewing, whale watching, and First Nations cultural experiences guided by people whose families have stewarded this territory for millennia. It stands out as one of the few operators offering authentic Indigenous-guided wilderness safaris in this remote coastal region."
9a90e7a488,Tim Hortons,Food & Drink,Fast Food / Chain,Chetwynd,Northern British Columbia,55.6958621,-121.6209839,info,https://www.timhortons.com/,,Cheap eats,Global chain,,,,w481497091,chain,,,,
9a9146c328,Lodestone Lake Camp,Camping,Public Campground,Tulameen,Thompson Okanagan,49.4661398,-120.8479871,info,https://www.sitesandtrailsbc.ca/resource/REC1631,,,Provincial rec site,1,,,n3391831255,camping_only,,,"historic HBC Brigade Trail... rough, steep 4x4 track that makes it inaccessible to loaded touring bikes","A tiny alpine lake camp on the historic HBC Brigade Trail, prized by anglers and wildflower enthusiasts and marked by a historical kiosk; the final kilometre is a rough, steep 4x4 track that makes it inaccessible to loaded touring bikes."
9a918a5022,Bush Arm,Camping,Public Campground,Beavermouth,Kootenay Rockies,51.7468964,-117.5251425,info,https://www.sitesandtrailsbc.ca/resource/REC2072,,,Provincial rec site,0,,,n3387140936,camping_only,,,accessed via 46 km of Forest Service road ... no amenities are confirmed,"A small, open recreation site on the south shore of Kinbasket Lake, accessed via 46 km of Forest Service road; the unimproved boat launch works only at higher water levels and no amenities are confirmed."
9a92a4c348,Mr. Pretzels,Food & Drink,Fast Food / Chain,Richmond,"Vancouver, Coast and Mountains",49.1681847,-123.1387441,welcoming,https://www.mrpretzels.ca/,,Cheap eats,Global chain,,,,w1360217833,chain,ChIJb-1jcssKhlQRzYgj7kRANA8,0.6,,
9a97d21c71,Baan Wasana,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.23471,-123.1566948,welcoming,https://www.baanwasana.com/,"2143 W 41st Ave, Vancouver, BC V6M 1Z6",Casual,Buy BC (independent),1,,,n12074597821,osm,,,"family-owned Thai restaurant in Vancouver's Kerrisdale neighbourhood, serving homestyle family-style Thai food since 2005","Baan Wasana is a family-owned Thai restaurant in Vancouver's Kerrisdale neighbourhood, serving homestyle family-style Thai food since 2005. The restaurant takes its name from its owner, Wasana — 'Baan' meaning 'house' in Thai — reflecting her philosophy that every guest is welcomed as if in her own home. The menu spans classic Thai appetizers, soups, salads, curries, and stir-fries, built around the four foundational Thai flavour profiles: sweet, sour, salty, and spicy."
9ab0cc1e47,Ajisai 2 Go,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2337039,-123.1537742,welcoming,https://sushibarajisai.com/ajisai-2-go,"2087 West 42nd Avenue, Vancouver, BC V6M 2B4",Casual,Buy BC (independent),1,,,n12207663122,osm,,,well-regarded Sushi Bar Ajisai,"Ajisai 2 Go is the grab-and-go counter of the well-regarded Sushi Bar Ajisai, situated just steps from the original restaurant on West 42nd Avenue in Vancouver's Kerrisdale neighbourhood. It offers freshly made sushi rolls, bento boxes, donburi, onigiri, and Japanese imported snacks and drinks — all ready to take without a wait. Exclusive items like Mini Chirashi, Aburi Salmon Battera, and Hosomaki Trio make it a more distinctive quick stop than a typical convenience outlet."
9ab1b55652,Cabin Bay Campsite (BCMT),Camping,Public Campground,Fernwood,Vancouver Island,48.9519301,-123.5656599,info,https://www.env.gov.bc.ca/bcparks/explore/parkpgs/wallace/,,,Provincial park,2,,,n1243460290,osm,,,Wallace Island Marine Provincial Park in the Gulf Islands ... completely inaccessible to loaded touring cyclists without arranging water transport,"A two-site primitive campsite on Wallace Island Marine Provincial Park in the Gulf Islands, reachable only by boat from Chemainus — beautiful sheltered island scenery, but completely inaccessible to loaded touring cyclists without arranging water transport."
9ab40f7992,Popeyes,Food & Drink,Fast Food / Chain,Victoria,Vancouver Island,48.4252537,-123.3533528,info,https://www.popeyeschicken.ca/,"1313 Cook Street, Victoria, V8V 3M6",Cheap eats,Global chain,0,,,n13539065433,osm,,,well-known fast food chain specializing in Louisiana-style fried chicken,"Popeyes Louisiana Kitchen is a well-known fast food chain specializing in Louisiana-style fried chicken and Cajun-inspired sides. This Cook Street location sits in one of Victoria's most walkable and cyclist-friendly neighbourhoods, close to Beacon Hill Park and the Dallas Road waterfront route. No drive-through means the entrance is pedestrian- and cyclist-oriented, with takeout orders available."
9ab5d8ac3d,Jay Nok,Food & Drink,Restaurant,Vancouver,"Vancouver, Coast and Mountains",49.2694974,-123.1077038,welcoming,https://www.jaynokthai.com,"127 West 2nd Avenue, Vancouver, V5Y 1B8",Casual,Buy BC (independent),1,,,n3676488907,osm,,,Thai-born Executive Chef… family roots stretch back to the legendary Sala Thai,"Jay Nok is a modern Thai restaurant in Vancouver's Olympic Village neighbourhood, helmed by Thai-born Executive Chef Bumpen 'Nok' Khangrang and co-owner Bobby Kongsilp, whose family roots stretch back to the legendary Sala Thai. The menu reimagines Thai street food classics — from Khao Soi to Pad Thai — alongside a full cocktail program, in a lively, music-forward dining room a short ride from the Seawall and False Creek cycling paths."
9ab5f9c90b,Cactus Club Cafe,Food & Drink,Restaurant,Abbotsford,"Vancouver, Coast and Mountains",49.0353367,-122.2665468,welcoming,https://www.cactusclubcafe.com/location/abbotsford,"Unit B – 34650 Delair Road, Abbotsford, British Columbia",Casual,Buy BC (chain),1,,,n4031642199,osm,ChIJnzGHm_NKhFQRDO6dR_mZfTo,27.4,upscale casual chain restaurant,"Cactus Club Cafe Abbotsford is an upscale casual chain restaurant set on Delair Road just minutes from Highway 1, offering chef-driven international cuisine in a stylish lounge and patio setting with Fraser Valley views. It is a substantial sit-down destination rather than a quick-service stop, with a full bar, private dining rooms, and an extensive menu spanning sushi, steaks, pasta, and handhelds."
9ab740b8c5,Richter Pass Motel,Accommodation,Hotel / Motel,Osoyoos,Thompson Okanagan,49.0286195,-119.4549072,info,https://www.richterpass.com/,"7506 Main St, Osoyoos, BC V0H 1V0",Budget,Buy BC (independent),1,,,n9064813729,osm,,,beachfront resort... private sandy beach... directly on Osoyoos Lake,"Located directly on Osoyoos Lake in the South Okanagan, this beachfront resort offers accommodations ranging from basic studio suites to three-bedroom lakefront condos, many with full kitchens and lake-view balconies. The property features a private sandy beach, coin-operated laundry, fitness room, and a social club with pool tables and shuffleboard. It sits within easy reach of several restaurants, wineries, and golf courses that define the Osoyoos region."
9ab7b65f86,Sapporo Kitchen,Food & Drink,Restaurant,Delta,"Vancouver, Coast and Mountains",49.0902562,-123.0845446,info,https://www.sapporokitchenladner.com,5011 48 Avenue,Casual,Buy BC (independent),0,,,n6727242191,osm,,,,"Sapporo Kitchen is a Japanese restaurant in Ladner (Delta), BC, serving dine-in and online takeout orders through its own app with a loyalty rewards program. The OSM record notes vegan and vegetarian options are available, making it a useful stop for cyclists with dietary restrictions. The restaurant is in a commercial strip in the Tsawwassen/Ladner area, convenient to cyclists travelling the South Delta corridor."
9abc356c0e,In and Out Donair,Food & Drink,Fast Food / Chain,Vancouver,"Vancouver, Coast and Mountains",49.26286,-123.0563603,info,,"2406 Nanaimo Street, Vancouver, V5N 5E4",Cheap eats,Buy BC (independent),0,,,n5750797645,osm,ChIJ3YcjiRRxhlQRcHh14GQOAxo,4.2,"halal fast-food spot on Nanaimo Street in East Vancouver, specializing in donairs","In and Out Donair is a halal fast-food spot on Nanaimo Street in East Vancouver, specializing in donairs — a Maritime-style take on the shawarma/kebab tradition popular across Canada. It sits on a well-traveled arterial corridor that connects cyclists moving between East Vancouver neighbourhoods. The halal certification makes it a notable option for riders seeking halal street food along this route."
9abdee322f,Church's Chicken,Food & Drink,Fast Food / Chain,Coquitlam,"Vancouver, Coast and Mountains",49.282441,-122.8004004,info,https://lowermainland.churchstexaschicken.com/Location/Johnson,"200-1175 Johnson Street, Coquitlam, BC V3B 7K1",Cheap eats,Global chain,0,,,n1278960043,osm,,,one of roughly 18 Lower Mainland locations,"Church's Chicken (operating in BC as Church's Texas Chicken) is a fast-food chain specializing in fried chicken, sandwiches, tenders, and sides. This Coquitlam location offers drive-through and pickup service and is one of roughly 18 Lower Mainland locations under the same franchise. Delivery is available through DoorDash, Skip, Uber Eats, and Fantuan."
9ac251f62e,Spanish Fiesta Resort,Accommodation,Hotel / Motel,Osoyoos,Thompson Okanagan,49.0289306,-119.452151,info,http://www.falcon-spanish.com/,"7104 Main Street, Osoyoos, BC V0H 1V3",Mid-range,Buy BC (independent),2,,,n4252198692,osm,,,"private sandy beach on Osoyoos Lake, widely cited as Canada's warmest lake ... two outdoor heated pools and an indoor jacuzzi","The Spanish Fiesta Resort is a lakefront resort in the heart of Osoyoos, BC, situated on Main Street steps away from a private sandy beach on Osoyoos Lake, widely cited as Canada's warmest lake. The property offers a variety of room types—many with full kitchens—alongside two outdoor heated pools and an indoor jacuzzi. Restaurants are within walking distance and the resort sits at a natural waypoint for cyclists touring the South Okanagan."
9ac426991d,Speciality bakery,Food & Drink,Bakery / Donuts,Westbank,Thompson Okanagan,49.8370174,-119.6136562,info,https://specialtybakery.ca,"3550 Carrington Road, West Kelowna, BC",Cheap eats,Buy BC (independent),1,,,n8073533964,osm,ChIJ0RKb2ul1glQRWiKILzNeDmk,0.0,"locally owned Okanagan institution operating since 1983, renowned for over 80 varieties of handcrafted European artisan breads","Specialty Bakery is a locally owned Okanagan institution operating since 1983, renowned for over 80 varieties of handcrafted European artisan breads baked in a traditional hearth oven by Red Seal Bakers. The West Kelowna retail outlet on Carrington Road stocks fresh sourdoughs, ryes, whole wheat and sandwich loaves, alongside pastries, cinnamon buns, donuts, cakes, and a gluten-free range. For a touring cyclist it is a reliable stop to stock panniers with fresh bread and calorie-dense baked goods."
9ac5a87856,Proviland Gtocery,Groceries,Grocery Store,Burnaby,"Vancouver, Coast and Mountains",49.2812051,-123.0152463,info,https://www.instagram.com/proviland_canada/,"4047 Hastings Street, North Vancouver, BC",,Buy BC (independent),0,,,n8818808943,osm,ChIJTYJN9Y1xhlQRif8OpP6IoXA,0.0,active neighbourhood grocery store,"Proviland Gtocery is a supermarket on Hastings Street serving the North Vancouver area. The OSM record was field-checked in March 2026 and shows no signs of closure, suggesting it is an active neighbourhood grocery store. Touring cyclists passing through the area may find it a convenient stop for resupply."
9ace25d332,Pan Pacific Vancouver,Accommodation,Hotel / Motel,Vancouver,"Vancouver, Coast and Mountains",49.2878972,-123.113048,info,https://www.panpacific.com/en/hotels-and-resorts/pp-vancouver.html,"999 Canada Place, Vancouver",Luxury,Global chain,3,,,n912958393,osm,ChIJ18-j2oJxhlQRnsW7wcnQG1E,3.0,five-star waterfront hotel situated atop the Canada Place convention centre and cruise ship terminal,"Pan Pacific Vancouver is a five-star waterfront hotel situated atop the Canada Place convention centre and cruise ship terminal, offering panoramic views of Burrard Inlet and the North Shore mountains. It is one of Vancouver's flagship luxury properties, positioned at the heart of the downtown waterfront and steps from the seawall cycling network. The hotel caters primarily to business and leisure travellers, though its central location makes it a potential high-end base for cyclists exploring the region."
